"OBJECTID","station_european_code","station_local_code","country_iso_code","country_name","station_name","station_start_date","station_end_date","type_of_station","station_ozone_classification","station_type_of_area","station_subcat_rural_back","street_type","station_longitude_deg","station_latitude_deg","station_altitude","station_city","lau_level1_code","lau_level2_code","lau_level2_name","EMEP_station","arcgis_longitude","arcgis_latitude"
119,"AT4S173","04S173","AT","Austria","Steyregg Au",1.146528e+12,NA,"Industrial",NA,"suburban",NA,NA,14.365848,48.278889,250,"STEYREGG",NA,"41624","Steyregg","no",14.3659057619102,48.2789306643169
120,"AT4S184","04S184","AT","Austria","Linz Stadtpark",1225238400000,NA,"Background",NA,"urban",NA,NA,14.297501,48.30611,260,"LINZ",NA,NA,NA,"no",14.2974853519198,48.3060913084478
121,"AT4S197","04S197","AT","Austria","Steyregg Plesching",1254355200000,"2010-12-31","Industrial",NA,"suburban",NA,NA,14.339444,48.319721,258,"STEYREGG",NA,NA,NA,"no",14.3394775391522,48.3197021484917
122,"AT4S198","04S198","AT","Austria","Steyregg Windegg",1254441600000,"2010-12-31","Industrial",NA,"suburban",NA,NA,14.344999,48.293056,255,"STEYREGG",NA,NA,NA,"no",14.3450927732459,48.2930908203752
123,"AT4S199","04S199","AT","Austria","Ternberg",1256860800000,"2011-05-02","Background",NA,"rural","regional",NA,14.361667,47.94389,340,"TERNBERG",NA,NA,NA,"no",14.3616943358907,47.9439086911203
124,"AT4S217",NA,"AT","Austria",NA,NA,NA,"traffic",NA,"rural",NA,NA,14.43694444,48.20944443,NA,NA,NA,NA,NA,NA,14.4370727538138,48.2094726559577
125,"AT4S401","04S401","AT","Austria","Linz Hauserhof",223603200000,"2000-12-31","Background",NA,"urban",NA,"Wide street: L/H > 1.5",14.291395,48.291943,290,"LINZ",NA,NA,NA,"no",14.2915039061258,48.2918701171902
126,"AT4S403","04S403","AT","Austria","Linz Urfahr",221011200000,"2007-12-31","Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",14.280833,48.315556,269,"LINZ",NA,NA,NA,"no",14.2808837892749,48.3156738279132
127,"AT4S404","04S404","AT","Austria","Traun",223603200000,NA,"Background","suburban","suburban",NA,"Wide street: L/H > 1.5",14.238894,48.225277,274,"LINZ",NA,"41021","Traun","no",14.2388916011443,48.2252807618755
128,"AT4S405","04S405","AT","Austria","Asten Kirchengasse",223603200000,"2003-04-10","Traffic",NA,"suburban",NA,"Wide street: L/H > 1.5",14.416667,48.223335,255,"LINZ",NA,NA,NA,"no",14.4166870119835,48.2233276365314
129,"AT4S406","04S406","AT","Austria","Wels Linzerstraße",221011200000,NA,"Background",NA,"urban",NA,"Wide street: L/H > 1.5",14.035578,48.165001,316,"WELS",NA,"40301","Wels","no",14.0357055666159,48.1651000973852
130,"AT4S407","04S407","AT","Austria","Vöcklabruck",268099200000,NA,"Background",NA,"suburban",NA,"Wide street: L/H > 1.5",13.66807,48.00111,420,"VÖCKLABRUCK",NA,"41746","Vöcklabruck","no",13.6680908200124,48.0010986329005
131,"AT4S409","04S409","AT","Austria","Steyr",268099200000,NA,"Background","urban","suburban",NA,"Wide street: L/H > 1.5",14.440561,48.050831,307,"STEYR",NA,"40201","Steyr","no",14.4406738284967,48.0509033201115
132,"AT4S410","S410","AT","Austria","Braunau Lach",5.52096e+11,"1999-09-30","Traffic",NA,"rural",NA,"Wide street: L/H > 1.5",13.051403,48.246666,363,"BRAUNAU",NA,"40404","Braunau am Inn","no",13.0515136715644,48.2467041014801
133,"AT4S412","04S412","AT","Austria","Linz Kleinmünchen",299635200000,NA,"Background",NA,"suburban",NA,"Wide street: L/H > 1.5",14.310842,48.254444,258,"LINZ",NA,"40101","Linz","no",14.3109130858175,48.2545166016866
134,"AT4S413","04S413","AT","Austria","Linz Ursulinenhof",284515200000,"1997-10-31","Background",NA,"urban",NA,"Canyon street: L/H < 1.5",14.291676,48.303055,262,"LINZ",NA,NA,NA,"no",14.2916870115268,48.3031005857186
135,"AT4S414","04S414","AT","Austria","Linz ORF-Zentrum",299635200000,"2007-12-31","Background",NA,"urban",NA,"Wide street: L/H > 1.5",14.301403,48.297501,263,"LINZ",NA,NA,NA,"no",14.30151367164,48.2974853512909
136,"AT4S415","04S415","AT","Austria","Linz 24er Turm",299635200000,NA,"Traffic",NA,"urban",NA,"Highway: average speed vehicles > 80 km/h",14.297792,48.323334,255,"LINZ",NA,"40101","Linz","no",14.2979125978555,48.3234863283816
137,"AT4S416","04S416","AT","Austria","Linz Neue Welt",3.78864e+11,NA,"Background","urban","urban",NA,"Wide street: L/H > 1.5",14.314736,48.274445,265,"LINZ",NA,"40101","Linz","no",14.3148803713023,48.274475097809
138,"AT4S417","04S417","AT","Austria","Steyregg Weih",383788800000,"2008-12-31","Industrial","suburban","suburban",NA,"Wide street: L/H > 1.5",14.352778,48.290276,335,"LINZ",NA,NA,NA,"no",14.3529052730499,48.2902832032332
139,"AT4S418","04S418","AT","Austria","Lenzing",383788800000,NA,"Industrial","rural","rural",NA,"Wide street: L/H > 1.5",13.600842,47.971947,510,"LENZING",NA,"41713","Lenzing","no",13.6008911135936,47.971923827921
140,"AT4S420","04S420","AT","Austria","Schöneben",441763200000,"2012-10-01","Background","rural","rural","regional","Wide street: L/H > 1.5",13.952244,48.7125,920,NA,NA,NA,NA,"no",13.9522705074559,48.7125244140782
141,"AT4S425","04s425","AT","Austria","Linz Freinberg",546825600000,"2003-07-10","Background",NA,"suburban",NA,"Unknown",14.267509,48.297222,380,"LINZ",NA,"40101","Linz","no",14.2675170896126,48.2973022461914
142,"AT4S431","04S431","AT","Austria","Linz Römerberg",8.75664e+11,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",14.28307,48.303055,262,"LINZ",NA,"40101","Linz","no",14.2830810549851,48.3031005857186
143,"AT51000","051000","AT","Austria","Salzburg Rudolfsplatz",373420800000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",13.053614,47.797501,425,"SALZBURG",NA,"50101","Salzburg","no",13.0537109372747,47.7974853516896
144,"AT51002","51002","AT","Austria","Gaisberg Zistelalm",439084800000,"2003-09-30","Background","rural","rural","near city",NA,13.116667,47.798332,1010,NA,NA,NA,NA,"no",13.1166992185723,47.7982788084313
145,"AT51066","051066","AT","Austria","Salzburg Mirabellplatz",7.54704e+11,NA,"Traffic","urban","urban",NA,"Wide street: L/H > 1.5",13.046123,47.80611,430,"SALZBURG",NA,"50101","Salzburg","no",13.0460815428717,47.8060913084608
146,"AT51200","051200","AT","Austria","Salzburg Lehen Martinstraße",993686400000,NA,"Background","urban","urban",NA,"Canyon street: L/H < 1.5",13.03001,47.81805,455,"SALZBURG",NA,NA,NA,"no",13.0300903324617,47.8181152345082
147,"AT51299","051299","AT","Austria","Salzburg Lehen Revierstraße",528508800000,"2001-06-27","Background",NA,"urban",NA,NA,13.031388,47.816387,420,"SALZBURG",NA,NA,NA,"no",13.031494140536,47.8165283200947
148,"AT52000","052000","AT","Austria","Hallein B159",252892800000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",13.101964,47.683056,440,"HALLEIN",NA,"50205","Hallein","no",13.1021118162367,47.6831054684763
149,"AT52015","52015","AT","Austria","Hallein Gamp",778377600000,"2003-12-31","Industrial",NA,"suburban",NA,"Unknown",13.113903,47.672779,440,"HALLEIN",NA,NA,NA,"no",13.1138916015254,47.6729125976763
150,"AT52055","052055","AT","Austria","St. Koloman Kleinhorn",6.31584e+11,NA,"Background","rural","rural","regional",NA,13.233334,47.650558,1005,NA,NA,"50211","Sankt Koloman","yes",13.2332763669901,47.6506958005211
151,"AT52100","052100","AT","Austria","Hallein Winterstall",473385600000,NA,"Industrial","rural","rural",NA,"Unknown",13.10584,47.666946,650,"HALLEIN",NA,"50205","Hallein","no",13.1058959963205,47.6668701169949
152,"AT52300","052300","AT","Austria","Hallein A10 Tauernautobahn",1041379200000,NA,"Traffic",NA,"suburban",NA,"Highway: average speed vehicles > 80 km/h",13.108062,47.691113,440,"HALLEIN",NA,"50205","Hallein","no",13.1080932620307,47.6911010740738
153,"AT53055","053055","AT","Austria","Haunsberg",499651200000,NA,"Background","rural","rural","regional","Unknown",13.015847,47.972778,730,NA,NA,"50325","Nußdorf am Haunsberg","no",13.0159301760618,47.9729003904865
154,"AT54057","054057","AT","Austria","St. Johann im Pongau",6.73056e+11,NA,"Background","suburban","suburban",NA,"Unknown",13.205839,47.348888,620,"ST. JOHANN I.P.",NA,"50418","Sankt Johann im Pongau","no",13.2058715820934,47.3488769532359
155,"AT55016","5016","AT","Austria","Tamsweg Bezirkshauptmannschaft",736214400000,"2000-12-31","Background",NA,"suburban",NA,"Unknown",13.813903,47.127777,1040,"TAMSWEG",NA,"50510","Tamsweg","no",13.8139038082351,47.1276855470852
156,"AT55018","055018","AT","Austria","Zederhaus A10",951350400000,NA,"Traffic","rural","rural",NA,"Highway: average speed vehicles > 80 km/h",13.505003,47.154167,1205,NA,NA,"50515","Zederhaus","no",13.5051269529419,47.1542968749921
157,"AT55032","055032","AT","Austria","Tamsweg - Untere Postgasse",767750400000,NA,"Background","suburban","suburban",NA,"Unknown",13.806951,47.125832,1025,"TAMSWEG",NA,"50510","Tamsweg","no",13.8068847660671,47.1259155271848
158,"AT56065","56065","AT","Austria","Zell am See Schloßplatz",8.44128e+11,"1998-01-16","Traffic",NA,"rural",NA,"Canyon street: L/H < 1.5",12.796956,47.325832,785,"ZELL AM SEE",NA,NA,NA,"no",12.7968749995942,47.3259277344733
159,"AT56071","056071","AT","Austria","Zell am See Krankenhaus",736214400000,NA,"Background","rural","rural","regional","Unknown",12.813903,47.339443,770,"ZELL AM SEE",NA,"50628","Zell am See","no",12.8139038081747,47.3394775389048
160,"AT60018","06018","AT","Austria","Graz Schlossberg",6.38928e+11,NA,"Background","suburban","urban",NA,"Unknown",15.438614,47.077221,450,"GRAZ",NA,"60101","Graz","no",15.4387207033815,47.0772705077793
161,"AT60020","06020","AT","Austria","Graz Platte",6.38928e+11,"2010-09-15","Background","suburban","suburban",NA,"Unknown",15.470558,47.113056,661,"GRAZ",NA,NA,NA,"no",15.4707031250997,47.1130981443822
162,"AT60036","06036","AT","Austria","Graz Lustbühel",1285891200000,NA,"Background",NA,"suburban",NA,NA,15.49361,47.06694,481,"GRAZ",NA,"60101","Graz","no",15.4937133785759,47.0670776366841
163,"AT60103","6103","AT","Austria","Voitsberg Freibad",94694400000,"1999-02-28","Background",NA,"urban",NA,"Unknown",15.15,47.049721,390,"VOITSBERG",NA,"61625","Voitsberg","no",15.1500854493839,47.049682617448
164,"AT60104","6104","AT","Austria","Voitsberg Krems",412905600000,"2006-05-25","Background",NA,"suburban",NA,"Canyon street: L/H < 1.5",15.165569,47.038887,380,"VOITSBERG",NA,NA,NA,"no",15.1657104489919,47.0388793947302
165,"AT60105","6105","AT","Austria","Piber",4.28544e+11,"2006-05-03","Background",NA,"rural","regional","Unknown",15.078889,47.081665,585,"PIBER",NA,NA,NA,"no",15.0789184574803,47.0817260744085
166,"AT60106","06106","AT","Austria","Köflach",441763200000,NA,"Background",NA,"urban",NA,"Unknown",15.079178,47.061665,445,"KÖFLACH",NA,"61609","Köflach","no",15.0792846682823,47.0617065430745
167,"AT60107","06107","AT","Austria","Voitsberg Mühlgasse",920246400000,NA,"Background","suburban","suburban",NA,"Wide street: L/H > 1.5",15.15,47.044998,390,"VOITSBERG",NA,"61625","Voitsberg","no",15.1500854493839,47.0451049804436
168,"AT60114","06114","AT","Austria","Zeltweg",407548800000,NA,"Background",NA,"suburban",NA,"Unknown",14.753336,47.192501,675,"ZELTWEG",NA,"60824","Zeltweg","no",14.7534790035101,47.192504882966
169,"AT60115","6115","AT","Austria","Knittelfeld Kindergarten",94694400000,"2001-12-05","Background",NA,"urban",NA,"Wide street: L/H > 1.5",14.830011,47.218056,635,"KNITTELFELD",NA,NA,NA,"no",14.8300781250048,47.2180786135291
170,"AT60118","06118","AT","Austria","Judenburg",94694400000,NA,"Background","suburban","suburban",NA,"Unknown",14.677508,47.179447,715,"JUDENBURG",NA,"60806","Judenburg","no",14.6774902342504,47.1795043945064
171,"AT60119","06119","AT","Austria","Knittelfeld Parkstraße",1007510400000,NA,"Background",NA,"urban",NA,"Unknown",14.82445,47.210278,635,"KNITTELFELD",NA,"60907","Knittelfeld","no",14.8245239260447,47.2103271482934
172,"AT60127","06127","AT","Austria","Pöls Ost",499651200000,"2010-07-31","Background",NA,"rural","regional","Unknown",14.601683,47.218889,795,NA,NA,NA,NA,"no",14.6016845703917,47.2188720700133
173,"AT60135","06135","AT","Austria","Straßengel Kirche",252460800000,NA,"Industrial",NA,"rural",NA,"Unknown",15.340005,47.112499,454,NA,NA,"60622","Judendorf-Straßengel","no",15.3400878905492,47.1124877932116
174,"AT60136","06136","AT","Austria","Judendorf Süd",315532800000,NA,"Industrial",NA,"rural",NA,NA,15.355281,47.119442,375,NA,NA,"60622","Judendorf-Straßengel","no",15.3552856442215,47.1195068357253
175,"AT60137","06137","AT","Austria","Hochgössnitz",567993600000,NA,"Background","rural","rural","regional",NA,15.016666,47.059166,900,NA,NA,"61605","Gößnitz","no",15.0167236329203,47.0590820315468
176,"AT60138","06138","AT","Austria","Graz Nord",252460800000,NA,"Background","suburban","suburban",NA,"Unknown",15.41418,47.095554,348,"GRAZ",NA,"60101","Graz","no",15.4143066409327,47.0957031252831
177,"AT60139","06139","AT","Austria","Graz West",5.39136e+11,NA,"Background",NA,"suburban",NA,"Unknown",15.404169,47.069721,370,"GRAZ",NA,"60101","Graz","no",15.4042968754185,47.0697021486416
178,"AT60140","6140","AT","Austria","Graz Süd Herrgottwiesgasse",536457600000,"2003-04-23","Background",NA,"suburban",NA,"Wide street: L/H > 1.5",15.434736,47.043056,345,"GRAZ",NA,NA,NA,"no",15.434875488164,47.0430908200969
179,"AT60141","06141","AT","Austria","Leoben Göß",473385600000,NA,"Background",NA,"urban",NA,"Unknown",15.098903,47.359444,554,"LEOBEN",NA,"61108","Leoben","no",15.098876953375,47.3594970705827
180,"AT60142","06142","AT","Austria","Leoben Donawitz",499651200000,NA,"Industrial",NA,"urban",NA,"Unknown",15.077508,47.37611,555,"LEOBEN",NA,"61108","Leoben","no",15.0775146485077,47.3760986326644
181,"AT60143","06143","AT","Austria","Leoben Zentrum",347155200000,NA,"Background","urban","urban",NA,"Wide street: L/H > 1.5",15.090005,47.383053,540,"LEOBEN",NA,"61108","Leoben","no",15.0900878905341,47.383117676058
182,"AT60144","6144","AT","Austria","Bruck an der Mur - Glorietteweg",4.76064e+11,"1999-06-06","Background",NA,"urban",NA,"Unknown",15.280847,47.415279,550,"BRUCK AN DER MUR",NA,NA,NA,"no",15.2808837893354,47.4152832030309
183,"AT60145","06145","AT","Austria","Kapfenberg",94694400000,NA,"Background",NA,"urban",NA,"Unknown",15.290284,47.445557,517,"KAPFENBERG",NA,"60209","Kapfenberg","no",15.2902832035129,47.4456787109533
184,"AT60147","6147","AT","Austria","Deutschlandsberg Frauentalerstraße",594345600000,"2005-08-31","Background",NA,"urban","near city","Unknown",15.228344,46.818333,365,"DEUTSCHLANDSBERG",NA,NA,NA,"no",15.2282714843538,46.818481445014
185,"AT60150","06150","AT","Austria","Rennfeld",625881600000,NA,"Background","rural background","rural","remote",NA,15.360842,47.405003,1620,NA,NA,NA,NA,"no",15.3609008792136,47.4050903322471
186,"AT60151","06151","AT","Austria","Bockberg",473385600000,NA,"Background","rural","rural","regional","Unknown",15.495011,46.873055,449,NA,NA,"61047","Wildon","no",15.4951171875485,46.8731079100791
187,"AT60154","O6154","AT","Austria","Wildon",473385600000,"2000-02-01","Background",NA,"rural",NA,"Unknown",15.508061,46.887501,314,NA,NA,NA,NA,"no",15.5081176755106,46.887512206786
188,"AT60156","06156","AT","Austria","Masenberg",623203200000,NA,"Background","rural background","rural","remote",NA,15.881958,47.348053,1137,NA,NA,"60723","Pöllauberg","no",15.8820800778118,47.3480834960018
189,"AT60157","06157","AT","Austria","Grundlsee",6.31152e+11,NA,"Background","rural background","rural","remote",NA,13.796679,47.616665,980,NA,NA,"61207","Bad Aussee","no",13.7966918942536,47.616699218716
190,"AT60160","06160","AT","Austria","Graz Mitte",625881600000,"2009-12-10","Background",NA,"urban",NA,"Canyon street: L/H < 1.5",15.438614,47.069721,355,"GRAZ",NA,NA,NA,"no",15.4387207033815,47.0697021486416
191,"AT60161","6161","AT","Austria","Graz Ost",628473600000,"2004-12-31","Background",NA,"suburban",NA,"Unknown",15.471113,47.060555,366,"GRAZ",NA,NA,NA,"no",15.4711303710353,47.0604858395575
192,"AT60162","6162","AT","Austria","Graz Südwest",628473600000,"1999-12-14","Background",NA,"suburban",NA,"Canyon street: L/H < 1.5",15.4,47.033054,360,"GRAZ",NA,NA,NA,"no",15.400085449399,47.0330810549459
193,"AT60164","06164","AT","Austria","Graz Don Bosco",946684800000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",15.417789,47.055553,358,"GRAZ",NA,"60101","Graz","no",15.4179077147172,47.0554809567544
194,"AT60170","06170","AT","Austria","Graz Süd Tiergartenweg",1051315200000,NA,"Background","urban","urban",NA,"Unknown",15.434175,47.041943,345,"GRAZ",NA,"60101","Graz","no",15.4343261719611,47.0418701170953
195,"AT60171","06171","AT","Austria","Graz Ost Petersgasse",1136073600000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",15.466125,47.059444,362,"GRAZ",NA,"60101","Graz","no",15.4661254882782,47.0595092773049
196,"AT60172","06172","AT","Austria","Graz Mitte Gries",1266451200000,NA,"Background",NA,"urban",NA,NA,15.43167,47.069168,350,"GRAZ",NA,"60101","Graz","no",15.4317016603152,47.0692749025786
197,"AT60179","06179","AT","Austria","Hartberg Zentrum",1264809600000,NA,"Background","suburban","suburban",NA,NA,15.971944,47.282776,349,"HARTBERG",NA,NA,NA,"no",15.9719238278031,47.2828979493598
198,"AT60180","06180","AT","Austria","Bruck an der Mur Flurgasse",1175644800000,NA,"Background",NA,"suburban",NA,"Wide street: L/H > 1.5",15.253336,47.409447,485,"BRUCK AN DER MUR",NA,"60204","Bruck an der Mur","no",15.2534790035403,47.4094848632434
199,"AT60181","06181","AT","Austria","Weiz",7.20576e+11,NA,"Traffic","suburban","suburban",NA,"Unknown",15.625286,47.221111,468,"WEIZ",NA,"61755","Weiz","no",15.6253051761633,47.2211303708908
200,"AT60182","06182","AT","Austria","Liezen",733622400000,NA,"Background","suburban","suburban","regional","Unknown",14.24362,47.567223,665,"LIEZEN",NA,"61223","Liezen","no",14.2437133785004,47.5673217776003
201,"AT60183","06183","AT","Austria","Peggau",736214400000,NA,"Industrial",NA,"rural",NA,"Unknown",15.346955,47.205833,410,NA,NA,"60632","Peggau","no",15.3471069336155,47.2058715820831
202,"AT60184","6184","AT","Austria","Kindberg-Wartberg",775699200000,"2004-10-31","Background",NA,"rural","regional","Unknown",15.486392,47.514446,660,NA,NA,"61316","Wartberg im Mürztal","no",15.4865112301086,47.5145263671926
203,"AT60185","06185","AT","Austria","Klöch bei Bad Radkersburg",799286400000,NA,"Background","rural background","rural","regional","Unknown",15.956672,46.752777,300,NA,NA,"61509","Klöch","no",15.9567260741309,46.7526855468838
204,"AT60186","06186","AT","Austria","Reiterberg",818726400000,"2010-07-31","Industrial","rural","rural",NA,"Unknown",14.638894,47.223611,935,NA,NA,NA,NA,"no",14.6389160154016,47.2236938476211
205,"AT60188","06188","AT","Austria","Hartberg Wiesengasse",837043200000,"2010-01-24","Background","suburban","suburban",NA,"Canyon street: L/H < 1.5",15.97501,47.27861,330,"HARTBERG",NA,NA,NA,"no",15.9750976565503,47.2786865237231
206,"AT60189","06189","AT","Austria","Hochwurzen",841881600000,NA,"Background","rural background","rural","remote",NA,13.633333,47.358334,1850,NA,NA,"61232","Pichl-Preunegg","no",13.6334838866484,47.3582763674295
207,"AT60190","06190","AT","Austria","Arnfels - Remschnigg",720230400000,NA,"Background","rural","rural","regional",NA,15.367789,46.651947,785,NA,NA,"61024","Oberhaag","no",15.3679199222799,46.6519165038416
208,"AT60191","06191","AT","Austria","Gratwein",920246400000,NA,"Industrial",NA,"rural",NA,NA,15.325563,47.142223,380,NA,NA,"60614","Gratwein","no",15.3256835936145,47.142272949451
